id,label
1,0.9233270287513733
2,0.9785167574882507
3,0.6246943473815918
4,0.9641237258911133
5,0.04706861078739166
6,0.4017367959022522
7,0.0029953750781714916
8,0.09831749647855759
9,0.1566649079322815
10,0.049997568130493164
11,0.13236208260059357
12,0.9956514239311218
13,0.10493070632219315
14,0.0982443168759346
15,0.9224292039871216
16,0.17882998287677765
17,0.9389573931694031
18,0.9737017154693604
19,0.3135933578014374
20,0.2119717299938202
21,0.28575482964515686
22,0.15842092037200928
23,0.805141031742096
24,0.9745514988899231
25,0.6640811562538147
26,0.9094937443733215
27,0.9474180340766907
28,0.02664358913898468
29,0.8975737690925598
30,0.9645730257034302
31,0.805941641330719
32,0.03614683821797371
33,0.8646830916404724
34,0.21067458391189575
35,0.009854363277554512
36,0.4187510311603546
37,0.11775456368923187
38,0.005837024189531803
39,0.9628307223320007
40,0.04066268727183342
41,0.9534170031547546
42,0.98856121301651
43,0.836351215839386
44,0.579259991645813
45,0.3582591414451599
46,0.7047422528266907
47,0.3633898198604584
48,0.9424938559532166
49,0.9554681181907654
50,0.1210542544722557
51,0.4166730046272278
52,0.45782071352005005
53,0.10920077562332153
54,0.029033707454800606
55,0.21768906712532043
56,0.5276135206222534
57,0.9906648397445679
58,0.015473045408725739
59,0.7675345540046692
60,0.6588823199272156
61,0.6218575239181519
62,0.7861002683639526
63,0.04380946233868599
64,0.875806987285614
65,0.6307218074798584
66,0.24279148876667023
67,0.8803219199180603
68,0.010557395406067371
69,0.9828383922576904
70,0.8640475869178772
71,0.8027777075767517
72,0.22001692652702332
73,0.8810861706733704
74,0.9860680103302002
75,0.19582152366638184
76,0.5385699272155762
77,0.988515317440033
78,0.9810857772827148
79,0.8522767424583435
80,0.8527873158454895
81,0.4277278482913971
82,0.8155096769332886
83,0.9960730075836182
84,0.15793055295944214
85,0.7516410946846008
86,0.7493939399719238
87,0.7948001623153687
88,0.6777653694152832
89,0.07690225541591644
90,0.20567664504051208
91,0.295197993516922
92,0.1057337298989296
93,0.036335453391075134
94,0.9730551242828369
95,0.9952157735824585
96,0.5105062127113342
97,0.6329588294029236
98,0.8499799966812134
99,0.2704675495624542
100,0.3902452290058136
101,0.5659375190734863
102,0.6362883448600769
103,0.040886588394641876
104,0.2504536807537079
105,0.8610928654670715
106,0.24424172937870026
107,0.580328643321991
108,0.4435361325740814
109,0.7067798972129822
110,0.9913041591644287
111,0.6296278834342957
112,0.21835960447788239
113,0.999526858329773
114,0.6721204519271851
115,0.47696417570114136
116,0.10220785439014435
117,0.06917887926101685
118,0.959617555141449
119,0.5519012212753296
120,0.4855259358882904
121,0.357542484998703
122,0.042496904730796814
123,0.8110508322715759
124,0.35420557856559753
125,0.045764438807964325
126,0.28754597902297974
127,0.8915130496025085
128,0.02177693508565426
129,0.546879768371582
130,0.6456208229064941
131,0.944731593132019
132,0.5957489013671875
133,0.8867210149765015
134,0.033223237842321396
135,0.07443278282880783
136,0.23102319240570068
137,0.281080961227417
138,0.2821650207042694
139,0.21944460272789001
140,0.6288591027259827
141,0.20588625967502594
142,0.5531876683235168
143,0.999854326248169
144,0.26722365617752075
145,0.21486572921276093
146,0.3589373528957367
147,0.7926539778709412
148,0.774325966835022
149,0.04313429072499275
150,0.32998228073120117
151,0.7810106873512268
152,0.23736102879047394
153,0.002571516204625368
154,0.12478037923574448
155,0.9331536293029785
156,0.0764746367931366
157,0.06909769773483276
158,0.8930076956748962
159,0.966947615146637
160,0.9140015840530396
161,0.0943344309926033
162,0.15039627254009247
163,0.45770302414894104
164,0.15917479991912842
165,0.8202652335166931
166,0.5195571184158325
167,0.802057147026062
168,0.10566620528697968
169,0.3542548418045044
170,0.09872735291719437
171,0.20696613192558289
172,0.9302762746810913
173,0.3184925615787506
174,0.13589778542518616
175,0.35466715693473816
176,0.8791940808296204
177,0.4118792414665222
178,0.5989898443222046
179,0.14467963576316833
180,0.0281381718814373
181,0.9283017516136169
182,0.9238134026527405
183,0.6187670826911926
184,0.2274034470319748
185,0.18418513238430023
186,0.20648638904094696
187,0.034666839987039566
188,0.254090279340744
189,0.08803513646125793
190,0.6946346759796143
191,0.3171769380569458
192,0.3471376597881317
193,0.3413144052028656
194,0.031198199838399887
195,0.8449253439903259
196,0.8426334261894226
197,0.8215585947036743
198,0.030858192592859268
199,0.8437677025794983
200,0.3587176501750946
201,0.544877827167511
202,0.13937856256961823
203,0.8961030840873718
204,0.9711112976074219
205,0.15341757237911224
206,0.09700897336006165
207,0.11717286705970764
208,0.03039339929819107
209,0.5656430125236511
210,0.08456842601299286
211,0.7755157351493835
212,0.685629665851593
213,0.7741053104400635
214,0.31094399094581604
215,0.9677954316139221
216,0.26808467507362366
217,0.9740486145019531
218,0.602144181728363
219,0.6699463129043579
220,0.5605640411376953
221,0.030776001513004303
222,0.9429122805595398
223,0.5069730877876282
224,0.03737291321158409
225,0.7958441972732544
226,0.6366533041000366
227,0.22029024362564087
228,0.02010277472436428
229,0.8414546847343445
230,0.19224222004413605
231,0.9236071109771729
232,0.381490021944046
233,0.43896400928497314
234,0.22041235864162445
235,0.8470041751861572
236,0.7105367183685303
237,0.3411473035812378
238,0.7704956531524658
239,0.1266736090183258
240,0.3494991958141327
241,0.7975060939788818
242,0.8114954829216003
243,0.2192492038011551
244,0.5816430449485779
245,0.8423807621002197
246,0.2812667787075043
